Term_PK	Term_Name	Identifier	Is_Leaf	Definition	Comment	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
"MS:4000164MS1"	"unidentified MS2 precursor intensity distribution mean"	"MS:4000164"	"1"	"From the distribution of unidentified MS2 precursor intensities, the mean. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000164MS1"	"unidentified MS2 precursor intensity distribution mean"	"MS:4000164"	"1"	"From the distribution of unidentified MS2 precursor intensities, the mean. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000164MS1"	"unidentified MS2 precursor intensity distribution mean"	"MS:4000164"	"1"	"From the distribution of unidentified MS2 precursor intensities, the mean. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"HasUnits"	"intensity unit"	"MS:1000043"	"IsA"	"unit"	"UO:0000000"
"MS:4000165MS1"	"identified MS2 precursor intensity distribution sigma"	"MS:4000165"	"1"	"From the distribution of identified MS2 precursor intensities, the sigma value. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000165MS1"	"identified MS2 precursor intensity distribution sigma"	"MS:4000165"	"1"	"From the distribution of identified MS2 precursor intensities, the sigma value. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000165MS1"	"identified MS2 precursor intensity distribution sigma"	"MS:4000165"	"1"	"From the distribution of identified MS2 precursor intensities, the sigma value. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000165MS1"	"identified MS2 precursor intensity distribution sigma"	"MS:4000165"	"1"	"From the distribution of identified MS2 precursor intensities, the sigma value. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"HasUnits"	"intensity unit"	"MS:1000043"	"IsA"	"unit"	"UO:0000000"
"MS:4000166MS1"	"unidentified MS2 precursor intensity distribution sigma"	"MS:4000166"	"1"	"From the distribution of unidentified MS2 precursor intensities, the sigma value. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000166MS1"	"unidentified MS2 precursor intensity distribution sigma"	"MS:4000166"	"1"	"From the distribution of unidentified MS2 precursor intensities, the sigma value. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000166MS1"	"unidentified MS2 precursor intensity distribution sigma"	"MS:4000166"	"1"	"From the distribution of unidentified MS2 precursor intensities, the sigma value. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000166MS1"	"unidentified MS2 precursor intensity distribution sigma"	"MS:4000166"	"1"	"From the distribution of unidentified MS2 precursor intensities, the sigma value. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"The metric informs about the dynamic range of the acquisition in relation to identifiability."	"HasUnits"	"intensity unit"	"MS:1000043"	"IsA"	"unit"	"UO:0000000"
"MS:4000167MS1"	"ratio of 1+ over 2+ of all MS2 known precursor charges"	"MS:4000167"	"1"	"The ratio of 1+ over 2+ MS2 precursor charge count of all spectra."	"High ratios of 1+/2+ MS2 precursor charge count may indicate inefficient ionization."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000167MS1"	"ratio of 1+ over 2+ of all MS2 known precursor charges"	"MS:4000167"	"1"	"The ratio of 1+ over 2+ MS2 precursor charge count of all spectra."	"High ratios of 1+/2+ MS2 precursor charge count may indicate inefficient ionization."	"Unknown"	"ID free metric"	"MS:4000009"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000167MS1"	"ratio of 1+ over 2+ of all MS2 known precursor charges"	"MS:4000167"	"1"	"The ratio of 1+ over 2+ MS2 precursor charge count of all spectra."	"High ratios of 1+/2+ MS2 precursor charge count may indicate inefficient ionization."	"Unknown"	"single run based metric"	"MS:4000012"	"IsA"	"QC metric category"	"MS:4000007"
"MS:4000167MS1"	"ratio of 1+ over 2+ of all MS2 known precursor charges"	"MS:4000167"	"1"	"The ratio of 1+ over 2+ MS2 precursor charge count of all spectra."	"High ratios of 1+/2+ MS2 precursor charge count may indicate inefficient ionization."	"Unknown"	"ion source metric"	"MS:4000020"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000167MS1"	"ratio of 1+ over 2+ of all MS2 known precursor charges"	"MS:4000167"	"1"	"The ratio of 1+ over 2+ MS2 precursor charge count of all spectra."	"High ratios of 1+/2+ MS2 precursor charge count may indicate inefficient ionization."	"Unknown"	"MS2 metric"	"MS:4000022"	"IsA"	"MS metric"	"MS:4000019"
"MS:4000168MS1"	"ratio of 1+ over 2+ of identified MS2 known precursor charges"	"MS:4000168"	"1"	"The ratio of 1+ over 2+ MS2 precursor charge count of identified spectra. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"High ratios of 1+/2+ MS2 precursor charge count may indicate inefficient ionization in relation to identifiability."	"IsA"	"single value"	"MS:4000003"	"IsA"	"QC metric value type"	"MS:4000002"
"MS:4000168MS1"	"ratio of 1+ over 2+ of identified MS2 known precursor charges"	"MS:4000168"	"1"	"The ratio of 1+ over 2+ MS2 precursor charge count of identified spectra. The used type of identification should be noted in the metadata or analysis methods section of the recording file for the respective run. In case of multiple acceptance criteria (FDR) available in proteomics, PSM-level FDR should be used for better comparability."	"High ratios of 1+/2+ MS2 precursor charge count may indicate inefficient ionization in relation to identifiability."	"Unknown"	"ID based metric"	"MS:4000008"	"IsA"	"QC metric category"	"MS:4000007"
