..\docs\psi-ms_3.84.0.obo /StripQuotes /NoP /NoObsolete

Term_PK	Term_Name	Identifier	Is_Leaf	Definition
MS:1002439MS1	final PSM list	MS:1002439	1	A flag on a list of PSMs (SpectrumIdentificationList) to indicate that this is the final set of identifications to be interpreted by consuming software. Amongst the set of SpectrumIdentificationList(s) that are flagged with the term, each spectrum must not be referenced from more than one SpectrumIdentificationResult.
MS:1002440MS1	intermediate PSM list	MS:1002440	1	A flag on a list of PSMs (SpectrumIdentificationList) to indicate that this is not the final set of identifications to be interpreted by consuming software. This term should be used when results are provided from multiple search engines for the results from each search engine before they are combined to give consensus identifications. Amongst the set of SpectrumIdentificationList(s) that are flagged with the term, each spectrum may be referenced from more than one SpectrumIdentificationResult.
MS:1002441MS1	Andi-MS format	MS:1002441	1	AIA Analytical Data Interchange file format for mass spectrometry data.
MS:1002442MS1	chromatograph file format	MS:1002442	0	The format of the chromatography file being used. This could be a instrument or vendor specific proprietary file format or a converted open file format.
MS:1002443MS1	Andi-CHROM format	MS:1002443	1	AIA Analytical Data Interchange file format for chromatography data.
MS:1002444MS1	6420 Triple Quadrupole LC/MS	MS:1002444	1	The 6420 Quadrupole LC/MS system is a Agilent liquid chromatography instrument combined with a Agilent triple quadrupole mass spectrometer.
MS:1002445MS1	6460 Triple Quadrupole LC/MS	MS:1002445	1	The 6460 Quadrupole LC/MS system is a Agilent liquid chromatography instrument combined with a Agilent triple quadrupole mass spectrometer. It is similar to the 6420 but adds Agilent Jet Stream (AJS) technology to increase sensitivity.
MS:1002446MS1	6490 Triple Quadrupole LC/MS	MS:1002446	1	The 6490 Quadrupole LC/MS system is a Agilent liquid chromatography instrument combined with a Agilent triple quadrupole mass spectrometer. It is similar to the 6420 but adds the Agilent iFunnel technology to increase sensitivity.
MS:1002447MS1	Paragon:special factor	MS:1002447	1	The Paragon method setting indicating a list of one or more 'special factors', which generally capture secondary effects (relative to other settings) as a set of probabilities of modification features that override the assumed levels. For example the 'gel-based ID' special factor causes an increase probability of oxidation on several resides because of the air exposure impact on a gel, in addition to other effects.
MS:1002448MS1	PEAKS:inChorusPeptideScore	MS:1002448	1	The PEAKS inChorus peptide score.
MS:1002449MS1	PEAKS:inChorusProteinScore	MS:1002449	1	The PEAKS inChorus protein score.
MS:1002450MS1	param: b ion-H3PO4 DEPRECATED	MS:1002450	1	Ion b-H3PO4: b ion with lost phosphoric acid.
MS:1002451MS1	param: y ion-H3PO4 DEPRECATED	MS:1002451	1	Ion y-H3PO4: y ion with lost phosphoric acid.
MS:1002452MS1	Maui	MS:1002452	1	The Maltcms Graphical User Interface.
MS:1002453MS1	No fixed modifications searched	MS:1002453	1	No fixed modifications are included as a parameter for the search, and therefore they are not reported.
MS:1002454MS1	No variable modifications searched	MS:1002454	1	No variable modifications are included as a parameter for the search, and therefore they are not reported.
MS:1002455MS1	H2O neutral loss	MS:1002455	1	Neutral loss of water.
MS:1002456MS1	NH3 neutral loss	MS:1002456	1	Neutral loss of ammonia.
MS:1002457MS1	H3PO4 neutral loss	MS:1002457	1	Neutral loss of phosphoric acid.
MS:1002458MS1	PeptideShaker	MS:1002458	1	PeptideShaker is a software for the interpretation of proteomics identification results.
MS:1002459MS1	MS Amanda csv format	MS:1002459	1	MS Amanda csv output format.
MS:1002460MS1	protein group-level global FNR	MS:1002460	1	Estimation of the global false negative rate of protein groups.
MS:1002461MS1	protein group-level confidence	MS:1002461	1	Estimation of the global confidence of protein groups.
MS:1002462MS1	distinct peptide-level global FNR	MS:1002462	1	Estimation of the global false negative rate for distinct peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry).
MS:1002463MS1	distinct peptide-level global confidence	MS:1002463	1	Estimation of the global confidence for distinct peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry).
MS:1002464MS1	PSM-level global FNR	MS:1002464	1	Estimation of the global false negative rate of peptide spectrum matches.
MS:1002465MS1	PSM-level global confidence	MS:1002465	1	Estimation of the global confidence of peptide spectrum matches.
MS:1002466MS1	PeptideShaker PSM score	MS:1002466	1	The probability based PeptideShaker PSM score.
MS:1002467MS1	PeptideShaker PSM confidence	MS:1002467	1	The probability based PeptideShaker PSM confidence.
MS:1002468MS1	PeptideShaker peptide score	MS:1002468	1	The probability based PeptideShaker peptide score.
MS:1002469MS1	PeptideShaker peptide confidence	MS:1002469	1	The probability based PeptideShaker peptide confidence.
MS:1002470MS1	PeptideShaker protein group score	MS:1002470	1	The probability based PeptideShaker protein group score.
MS:1002471MS1	PeptideShaker protein group confidence	MS:1002471	1	The probability based PeptideShaker protein group confidence.
MS:1002472MS1	trap-type collision-induced dissociation	MS:1002472	1	A collision-induced dissociation process that occurs in a trap-type collision cell.
MS:1002473MS1	ion series considered in search	MS:1002473	0	The description of the ion fragment series (including charges and neutral losses) that are considered by the search engine.
MS:1002474MS1	ProteoAnnotator:non-canonical gene model score	MS:1002474	1	The sum of peptide-level scores for peptides mapped only to non-canonical gene models within the group.
MS:1002475MS1	ProteoAnnotator:count alternative peptides	MS:1002475	1	The count of the number of peptide sequences mapped to non-canonical gene models only within the group.
MS:1002476MS1	ion mobility drift time	MS:1002476	1	Drift time of an ion or spectrum of ions as measured in an ion mobility mass spectrometer. This time might refer to the central value of a bin into which all ions within a narrow range of drift time have been aggregated.
MS:1002477MS1	mean drift time array	MS:1002477	1	Array of drift times, averaged from a matrix of binned m/z and drift time values, corresponding to spectrum of individual peaks encoded with an m/z array.
MS:1002478MS1	mean charge array	MS:1002478	1	Array of mean charge values where the mean charge is calculated as a weighted mean of the charges of individual peaks that are aggregated into a processed spectrum.
MS:1002479MS1	regular expression	MS:1002479	0	Regular expression.
MS:1002480MS1	regular expression for a digital object identifier (DOI)	MS:1002480	0	&\'<>])[^ \t\\r\n\\v\\f])+).
MS:1002481MS1	higher energy beam-type collision-induced dissociation	MS:1002481	1	A collision-induced dissociation process wherein the projectile ion has the translational energy higher than approximately 1000 eV.
MS:1002482MS1	statistical threshold	MS:1002482	0	Estimated statistical threshold.
MS:1002483MS1	PSM-level statistical threshold	MS:1002483	0	Estimated statistical threshold at PSM-level.
MS:1002484MS1	peptide-level statistical threshold	MS:1002484	0	Estimated statistical threshold at peptide-level.
MS:1002485MS1	protein-level statistical threshold	MS:1002485	0	Estimated statistical threshold at protein-level.
MS:1002486MS1	protein group-level statistical threshold	MS:1002486	0	Estimated statistical threshold at protein group-level.
MS:1002487MS1	MassIVE dataset identifier	MS:1002487	1	Dataset identifier issued by the MassIVE repository. A dataset can refer to either a single sample as part of a study, or all samples that are part of the study corresponding to a publication.
MS:1002488MS1	MassIVE dataset URI	MS:1002488	1	URI that allows the access to one dataset in the MassIVE repository. A dataset can refer to either a single sample as part of a study, or all samples that are part of the study corresponding to a publication.
MS:1002489MS1	special processing	MS:1002489	0	Details describing a special processing.
MS:1002490MS1	peptide-level scoring	MS:1002490	1	Peptide-level scoring performed.
MS:1002491MS1	modification localization scoring	MS:1002491	1	Modification localization scoring performed.
MS:1002492MS1	consensus scoring	MS:1002492	1	Consensus multiple search engine approach performed.
MS:1002493MS1	sample pre-fractionation	MS:1002493	1	Sample pre-fractionation performed.
MS:1002494MS1	cross-linking search	MS:1002494	1	Cross-linking search performed.
MS:1002495MS1	no special processing	MS:1002495	1	No special processing performed.
MS:1002496MS1	group PSMs by sequence	MS:1002496	1	Group PSMs by distinct peptide sequence ignoring modifications.
MS:1002497MS1	group PSMs by sequence with modifications	MS:1002497	1	Group PSMs by distinct peptide sequence with taking modifications into account.
MS:1002498MS1	group PSMs by sequence with modifications and charge	MS:1002498	1	Group PSMs by distinct peptide sequence with taking modifications and charge into account.
MS:1002499MS1	peptide level score	MS:1002499	1	Peptide level score.
MS:1002500MS1	peptide passes threshold	MS:1002500	1	A Boolean attribute to determine whether the peptide has passed the threshold indicated in the file.
MS:1002501MS1	no PSM threshold	MS:1002501	1	Indicating that no PSM threshold was used.
MS:1002502MS1	no peptide-level threshold	MS:1002502	1	Indicating that no peptide-level threshold was used.
MS:1002503MS1	PSM is used for peptide-level scoring	MS:1002503	1	Flags a PSM that it is used for peptide-level scoring.
MS:1002504MS1	modification index	MS:1002504	1	The order of modifications to be referenced elsewhere in the document.
MS:1002505MS1	regular expression for modification localization scoring	MS:1002505	0	([:digit:]+:[0|1]\{1\}.[:digit:]+:[:digit:]+[|]\{1\}[:digit:]+:(true|false)\{1\})
MS:1002506MS1	modification position score	MS:1002506	0	Modification position score.
MS:1002507MS1	modification rescoring:false localization rate	MS:1002507	1	Mod position score: false localization rate.
MS:1002508MS1	cross-linking attribute	MS:1002508	0	Cross-linking attribute.
MS:1002509MS1	cross-link donor	MS:1002509	1	The Cross-linking donor, assigned according to the following rules: the export software SHOULD use the following rules to choose the cross-link donor as the: longer peptide, then higher peptide neutral mass, then alphabetical order.
MS:1002510MS1	cross-link receiver	MS:1002510	1	Cross-linking receiver, assigned according to the following rules: the export software SHOULD use the following rules to choose the cross-link donor as the: longer peptide, then higher peptide neutral mass, then alphabetical order.
MS:1002511MS1	cross-link spectrum identification item	MS:1002511	1	Cross-linked spectrum identification item.
MS:1002512MS1	cross-linking score	MS:1002512	1	Cross-linking scoring value.
MS:1002513MS1	molecules per cell	MS:1002513	1	The absolute abundance of protein in a cell.
MS:1002514MS1	absolute quantitation analysis	MS:1002514	1	Absolute quantitation analysis.
MS:1002515MS1	internal peptide reference used	MS:1002515	1	States whether an internal peptide reference is used or not in absolute quantitation analysis.
MS:1002516MS1	internal protein reference used	MS:1002516	1	States whether an internal protein reference is used or not in absolute quantitation analysis.
MS:1002517MS1	internal reference abundance	MS:1002517	1	The absolute abundance of the spiked in reference peptide or protein used for absolute quantitation analysis.
MS:1002518MS1	Progenesis:protein group normalised abundance	MS:1002518	1	The data type normalised abundance for protein groups produced by Progenesis LC-MS.
MS:1002519MS1	Progenesis:protein group raw abundance	MS:1002519	1	The data type raw abundance for protein groups produced by Progenesis LC-MS.
MS:1002520MS1	peptide group ID	MS:1002520	1	Peptide group identifier for peptide-level stats.
